Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG12,OUT046,2116.1812
DRB01,OUT019,515.56213
NCC43,OUT027,6258.263
FDX13,OUT019,596.0767
FDM22,OUT049,885.9635
FDJ03,OUT027,1279.4719
FDU14,OUT018,3789.8906
FDB33,OUT010,385.3852
FDP27,OUT046,3111.5554
FDO38,OUT010,178.94604
FDE28,OUT027,6105.303
FDO27,OUT035,1680.9602
DRL23,OUT027,2889.5608
FDS28,OUT046,941.7804
FDX24,OUT013,1391.3805
FDZ02,OUT035,1704.5536
FDL46,OUT045,1848.1494
FDS60,OUT027,4759.4795
NCO06,OUT017,484.23306
FDO16,OUT035,1469.3723
FDC60,OUT049,1456.8569
FDA48,OUT018,3337.9695
FDZ36,OUT027,4987.855
FDK27,OUT045,1893.3069
FDW23,OUT018,459.45844
FDM14,OUT018,1593.2126
FDM14,OUT013,1815.7776
FDW60,OUT018,2706.821
FDE21,OUT013,1976.2344
NCM42,OUT035,1919.1829
FDY59,OUT010,206.2556
DRI49,OUT049,1293.4321
FDT28,OUT019,334.62338
FDQ22,OUT018,522.4509
FDR60,OUT049,1226.574
FDC50,OUT019,239.96185
FDV24,OUT013,2593.3381
DRF48,OUT010,498.73602
FDQ47,OUT046,691.87366
DRN36,OUT049,1607.7896
NCY06,OUT035,2261.8977
FDE52,OUT035,1548.8506
NCB54,OUT045,1975.4053
NCF31,OUT035,2642.3296
FDJ08,OUT027,5245.938
NCC07,OUT017,1865.6915
NCD19,OUT027,1544.7291
FDL46,OUT049,1996.8623
FDM20,OUT045,4000.388
NCI06,OUT010,450.382
DRM11,OUT035,4369.059
NCH07,OUT018,2262.1042
FDS23,OUT013,2219.0164
FDO49,OUT018,602.92444
FDS35,OUT049,1111.8534
DRK39,OUT045,1216.4614
DRI39,OUT049,984.1887
FDV04,OUT017,2797.05
NCN14,OUT035,3181.9292
FDH08,OUT013,4004.4055
FDS20,OUT046,3046.5647
FDV40,OUT049,1210.6871
FDZ48,OUT010,228.85614
FDS24,OUT027,2374.8098
FDK44,OUT049,3050.3228
FDS48,OUT045,2469.8943
FDK26,OUT010,473.522
FDD23,OUT045,3139.112
NCH54,OUT017,2730.1946
NCP14,OUT010,212.57692
FDM60,OUT010,84.36283
FDV24,OUT017,2735.3623
FDH08,OUT018,3448.1028
FDS12,OUT027,3388.038
FDR39,OUT027,4928.596
FDP12,OUT027,961.82526
DRF60,OUT027,6142.8076
FDC09,OUT035,1857.1514
FDF50,OUT018,2939.9207
FDG28,OUT035,4252.482
NCE19,OUT017,965.3016
NCM53,OUT010,234.62094
NCN18,OUT049,1972.8248
FDF32,OUT035,3540.4702
FDF11,OUT013,4198.9966
DRI59,OUT049,3889.117
NCG54,OUT035,2908.898
FDM44,OUT046,1700.5667
FDT57,OUT018,3511.114
FDV24,OUT046,2498.3792
FDI50,OUT019,546.81946
FDS09,OUT035,853.14215
NCC31,OUT027,4087.5618
FDQ07,OUT019,538.1055
FDC22,OUT017,3292.416
FDZ56,OUT046,2850.9885
FDZ40,OUT019,122.835945
FDS46,OUT027,3227.6653
DRD24,OUT045,2236.6462
FDV45,OUT017,3269.7893
FDL26,OUT045,2550.0361
FDA56,OUT018,1791.5234
FDN27,OUT046,1917.3854
FDM20,OUT049,4316.712
FDO16,OUT017,1443.1028
FDL03,OUT035,3456.3005
FDE58,OUT046,1978.1116
FDI02,OUT027,3141.531
NCC55,OUT019,61.038795
FDR03,OUT018,3111.5786
FDB14,OUT017,1592.8529
FDR45,OUT013,4060.996
NCN07,OUT017,2288.9192
FDM51,OUT019,255.40161
FDT52,OUT027,6355.009
FDL26,OUT046,2576.722
NCZ42,OUT046,3787.7366
DRI47,OUT019,326.80725
FDW40,OUT013,2360.2087
FDN34,OUT046,2816.9001
FDS01,OUT035,3227.3875
NCG55,OUT045,1839.6997
FDC11,OUT035,1462.4124
FDX35,OUT018,3365.4924
NCB06,OUT046,2606.6233
FDR09,OUT019,677.8803
FDC53,OUT017,1691.1797
FDY45,OUT013,4322.7983
FDA22,OUT010,421.2655
FDE02,OUT035,1693.3174
FDW21,OUT045,1640.3813
FDV34,OUT046,1290.6575
FDS59,OUT049,1864.1692
NCW17,OUT017,2265.2375
NCK54,OUT046,1937.9305
FDG17,OUT019,582.9738
FDG35,OUT017,3108.9524
FDD08,OUT010,89.06782
NCO07,OUT017,3572.1248
FDJ10,OUT010,326.31784
FDW36,OUT017,1849.587
FDW21,OUT010,210.26497
FDY19,OUT017,2077.9827
DRE03,OUT013,687.71027
NCC55,OUT049,580.2382
FDH52,OUT010,168.69485
FDO09,OUT017,4472.6274
FDU43,OUT045,3953.577
FDX09,OUT010,442.22354
FDH40,OUT019,239.4671
FDW58,OUT017,1742.1339
FDC47,OUT017,3849.051
NCR41,OUT035,1649.5455
DRG49,OUT035,4189.333
FDC52,OUT027,4117.125
FDY13,OUT046,1281.4883
FDY35,OUT013,706.14545
FDI35,OUT017,3246.2683
NCU18,OUT049,2475.846
FDY33,OUT018,2353.1233
FDC15,OUT027,4188.577
FDU01,OUT049,3300.8005
NCU42,OUT046,2686.4812
NCV29,OUT018,2600.5745
NCY30,OUT017,3102.8875
FDQ46,OUT049,1920.8982
FDG58,OUT027,4162.344
FDK33,OUT017,3665.3215
NCD07,OUT045,1778.503
NCX29,OUT027,3821.5884
NCT42,OUT013,2487.805
DRN59,OUT035,782.0212
FDI44,OUT035,1342.7322
FDA45,OUT049,2996.0115
FDP31,OUT045,997.93494
FDY01,OUT046,1970.4673
FDT09,OUT018,1978.8367
DRH03,OUT027,2520.6172
FDA36,OUT018,2816.4426
NCF31,OUT017,2592.5588
FDG14,OUT049,2708.503
FDG28,OUT027,6362.885
FDU14,OUT049,4313.7583
FDY47,OUT019,288.86832
FDI56,OUT049,1526.7065
DRD01,OUT013,888.57117
FDM22,OUT046,957.26154
FDH33,OUT013,623.04205
DRZ24,OUT013,1982.6885
NCQ38,OUT046,1792.0632
FDO16,OUT027,2279.013
FDU07,OUT027,4201.594
NCB07,OUT013,3255.277
FDU48,OUT045,2077.3518
NCM43,OUT045,2627.809
FDR31,OUT010,342.82788
DRK49,OUT018,560.9748
NCI30,OUT010,594.10443
DRD60,OUT017,3153.6257
NCG19,OUT046,3733.7944
FDH12,OUT035,1867.0419
FDM32,OUT035,1556.81
FDM27,OUT035,2778.0686
NCU53,OUT027,4361.291
NCQ18,OUT046,1677.74
FDS10,OUT013,3037.7065
FDB33,OUT027,4411.015
FDI12,OUT013,1318.34
NCW42,OUT013,3681.8977
NCC06,OUT018,1889.0524
FDW02,OUT017,2279.1433
NCD43,OUT017,1816.9851
FDM57,OUT018,1192.4324
FDA58,OUT017,3988.2722
FDK56,OUT046,3062.637
FDP52,OUT045,3784.8176
FDW20,OUT018,1772.7285
FDS52,OUT049,1637.1267
NCT29,OUT018,1740.1469
NCL54,OUT013,2940.1448
FDC05,OUT045,3236.4917
FDF34,OUT035,3466.717
FDP03,OUT027,3481.1887
FDD32,OUT010,173.26437
FDZ10,OUT045,2029.8346
FDZ40,OUT035,870.1003
FDD51,OUT018,517.01074
NCY30,OUT019,437.93588
FDP58,OUT017,3684.1726
FDV49,OUT017,4534.1987
FDY24,OUT019,118.579506
NCO55,OUT017,1892.6155
FDR13,OUT017,2163.9377
FDS51,OUT017,998.7098
FDP26,OUT045,1560.575
NCB54,OUT027,3426.2146
FDF32,OUT017,3468.1062
FDN31,OUT018,2815.8782
DRM48,OUT017,630.4714
FDN20,OUT049,2948.1304
DRL01,OUT046,3843.695
FDV56,OUT049,1838.5992
DRH13,OUT027,2968.908
FDA03,OUT017,2540.07
FDF47,OUT027,5988.1196
FDX32,OUT046,2489.1543
FDX57,OUT049,1675.197
NCA30,OUT045,2979.4128
FDO49,OUT013,730.66705
FDL04,OUT019,249.24542
DRM48,OUT035,667.39703
FDR16,OUT013,3620.5325
NCC19,OUT018,2730.8792
NCE42,OUT045,3714.449
FDY24,OUT017,873.3642
FDH19,OUT049,2994.6667
FDJ46,OUT013,2944.4172
FDN45,OUT010,567.7276
FDY08,OUT035,2564.8357
FDZ37,OUT035,1608.4819
NCT30,OUT045,748.1536
DRY23,OUT018,557.3879
NCZ30,OUT018,1697.6477
FDC44,OUT018,1581.4106
FDB45,OUT035,1802.4233
FDY04,OUT013,2721.4514
FDM27,OUT046,2624.449
FDZ43,OUT017,4190.6646
FDT39,OUT019,355.40567
NCC06,OUT019,280.0205
FDL15,OUT027,4205.6245
FDL57,OUT017,4380.0815
FDU08,OUT046,1664.8662
FDK40,OUT017,4482.7905
FDQ12,OUT010,565.48627
FDS48,OUT017,2708.3591
FDP09,OUT045,3411.448
FDW21,OUT049,1757.1464
FDY25,OUT035,3267.8848
DRE13,OUT017,1488.2869
FDV43,OUT019,94.79261
FDD22,OUT045,1774.8679
FDM46,OUT019,227.84874
NCO30,OUT010,482.47342
FDM25,OUT046,2924.513
NCN41,OUT049,2095.9937
FDU24,OUT045,1502.9707
FDZ50,OUT046,3078.7947
FDP45,OUT013,4291.6206
NCM54,OUT045,1992.5947
FDW10,OUT019,448.58963
FDP20,OUT017,2257.9133
FDK32,OUT046,2574.019
FDN52,OUT049,1416.6328
FDM58,OUT045,1796.9745
FDZ46,OUT027,2999.8743
NCA18,OUT018,1647.9243
FDD35,OUT046,2055.4492
NCK31,OUT035,816.1807
FDI40,OUT027,2731.7607
FDT50,OUT019,238.69221
NCT06,OUT046,2664.8179
FDT31,OUT035,3341.7412
FDT45,OUT049,860.1908
FDT13,OUT045,3090.5442
FDO50,OUT045,1424.1868
NCU18,OUT010,306.31564
NCR54,OUT049,3387.9993
NCO18,OUT018,2571.3596
FDU09,OUT045,897.98303
FDT13,OUT018,2823.1702
FDE09,OUT046,1896.0208
NCK53,OUT019,241.91885
FDG45,OUT049,3772.7173
DRH15,OUT035,748.34125
FDO21,OUT019,549.86096
FDD14,OUT027,5031.8193
FDC09,OUT046,1756.4519
FDH45,OUT027,1343.1863
FDV32,OUT046,1091.4275
FDG12,OUT035,2227.9153
FDS32,OUT013,2401.0354
NCL55,OUT018,3693.846
DRE01,OUT035,4150.192
DRE15,OUT049,1225.5898
NCL42,OUT045,3877.4707
FDP31,OUT013,1016.0869
FDN33,OUT018,1368.2207
FDZ59,OUT046,2776.3152
FDE45,OUT010,465.53418
FDJ07,OUT013,1984.3115
FDQ45,OUT018,2729.5425
FDM33,OUT027,5776.5903
FDO15,OUT010,179.13448
FDM46,OUT013,1415.6256
FDR03,OUT045,3383.2654
FDY49,OUT018,2511.348
FDQ60,OUT045,1955.394
FDW10,OUT049,2977.7764
FDO51,OUT049,791.5661
FDJ40,OUT018,1523.4941
FDS20,OUT018,2702.7725
FDU45,OUT013,1918.5717
FDV02,OUT035,2960.9382
FDN09,OUT046,3930.068
NCM55,OUT027,5014.533
FDN23,OUT018,2111.1628
FDY31,OUT010,344.24496
FDW03,OUT010,232.58426
FDD14,OUT046,3045.5493
FDV23,OUT017,2211.9905
DRI03,OUT045,2804.0388
FDN13,OUT035,1683.2888
FDF45,OUT027,1868.8063
FDU46,OUT035,1576.2026
FDB57,OUT049,3923.9153
FDV12,OUT049,1680.1599
FDQ58,OUT013,2595.4014
NCA18,OUT017,2011.136
FDH52,OUT049,1003.49713
FDM24,OUT018,2263.256
NCP43,OUT027,4885.329
NCO18,OUT019,414.1891
FDM32,OUT017,1551.5315
NCL07,OUT017,573.6353
FDK03,OUT013,4373.7715
FDP59,OUT017,1729.2198
FDQ24,OUT049,4405.814
FDQ16,OUT018,1487.6072
FDU44,OUT013,2760.423
FDH28,OUT010,93.19819
FDV28,OUT019,79.01966
FDM22,OUT045,889.7016
FDR56,OUT046,3297.8782
FDV39,OUT049,3451.5847
FDU37,OUT019,235.82076
FDQ11,OUT010,686.2733
FDX02,OUT045,3635.3118
NCS42,OUT018,1293.4873
FDY57,OUT027,2619.2432
FDB21,OUT049,4228.7847
FDE28,OUT017,3952.4314
FDQ55,OUT017,2084.366
FDA48,OUT049,3930.7703
FDZ19,OUT045,2833.1711
NCC43,OUT045,3912.3044
NCV18,OUT046,1359.5752
NCA42,OUT018,2251.8303
FDY45,OUT046,4166.2456
NCC30,OUT045,2814.383
FDM57,OUT013,1363.5383
FDL09,OUT010,410.67355
FDB09,OUT027,3525.32
FDT44,OUT035,2102.6335
NCT06,OUT027,4379.8413
FDX26,OUT049,3121.5479
FDK32,OUT013,2613.6023
DRA12,OUT046,2322.648
FDO46,OUT010,479.0655
FDE52,OUT013,1338.8821
NCH42,OUT045,3573.5002
FDV08,OUT035,742.77045
FDB47,OUT018,3077.6729
FDC28,OUT010,238.05017
FDD22,OUT046,1913.6782
FDS07,OUT027,3271.8489
DRI13,OUT045,3495.043
FDG32,OUT018,3354.6135
FDU14,OUT017,4306.661
FDD28,OUT019,141.11629
NCP41,OUT017,1928.5704
FDS08,OUT049,3144.8718
FDX47,OUT045,2562.9524
FDC53,OUT019,243.4144
FDQ19,OUT035,4243.894
FDL14,OUT045,2589.7297
FDM33,OUT019,561.76984
FDA51,OUT045,1750.128
FDZ27,OUT018,558.28534
FDT04,OUT046,653.8934
DRC13,OUT049,2134.9739
FDR16,OUT027,5713.973
FDQ03,OUT027,6213.606
FDE38,OUT035,3039.6506
DRH23,OUT027,1557.8243
FDT11,OUT019,493.21393
FDD09,OUT035,3233.4172
FDR40,OUT045,1265.5891
FDX07,OUT017,3262.3733
FDR07,OUT035,1636.1174
FDA51,OUT017,2014.0918
FDT59,OUT019,569.5117
FDF20,OUT017,3434.034
FDR13,OUT045,1897.8442
FDY26,OUT049,3642.9514
FDW04,OUT017,2328.557
FDK52,OUT017,3912.0479
FDN60,OUT049,2702.3777
FDM09,OUT019,418.36032
FDP46,OUT049,1475.7
FDB50,OUT019,228.2766
NCQ29,OUT049,4446.025
FDP16,OUT027,6349.654
FDX33,OUT018,2357.766
FDP07,OUT010,511.10535
FDN22,OUT046,4093.587
FDF39,OUT049,4566.8447
FDS21,OUT017,1051.8376
NCM42,OUT013,1728.7272
FDK50,OUT019,400.043
DRF13,OUT027,4021.6316
FDH35,OUT018,2454.5754
FDP60,OUT018,1385.083
DRJ49,OUT027,3574.435
NCT42,OUT019,307.70148
FDE38,OUT049,3013.8665
FDI04,OUT049,3481.3098
NCH54,OUT045,2465.4202
FDT56,OUT049,1048.4418
DRD15,OUT018,3435.1472
FDV58,OUT013,3259.094
FDP21,OUT049,3336.4846
FDH05,OUT013,3997.1562
FDR10,OUT027,4350.2563
NCP06,OUT045,2367.8176
FDF33,OUT049,1974.9172
DRK37,OUT013,3132.1687
DRH49,OUT045,1274.8215
FDT58,OUT013,2834.8396
FDD41,OUT018,1466.8695
FDP40,OUT018,1582.8721
FDM51,OUT027,2854.8186
FDO45,OUT010,183.2675
FDW33,OUT010,227.36952
FDY24,OUT045,826.2308
FDB10,OUT010,569.3599
FDM40,OUT035,2500.102
NCI06,OUT017,3036.217
FDW12,OUT019,315.2568
FDX48,OUT027,4152.2314
NCW05,OUT027,2870.738
FDX27,OUT017,1535.5693
DRM37,OUT045,3177.5652
FDA38,OUT045,3896.5447
FDR36,OUT046,615.25006
FDZ45,OUT046,3230.961
FDG05,OUT017,2803.263
FDK28,OUT013,4390.0728
FDV47,OUT045,1323.9454
FDN21,OUT045,2582.5227
FDP20,OUT027,3582.0283
FDI35,OUT045,3011.219
DRY23,OUT013,708.9228
FDA56,OUT017,2240.182
FDB09,OUT013,2084.4148
NCO26,OUT027,3118.2947
FDQ49,OUT018,2320.237
FDI52,OUT027,3268.955
FDZ44,OUT027,3350.389
FDZ09,OUT018,2431.1523
FDY03,OUT049,1872.8066
NCG42,OUT017,2269.6116
DRI13,OUT027,5812.3657
FDQ32,OUT013,2159.339
FDW16,OUT035,1532.7168
FDU27,OUT046,850.3481
FDR28,OUT010,394.88367
FDQ49,OUT010,380.9103
FDS37,OUT046,1968.8755
FDW26,OUT018,3321.6719
FDX12,OUT018,3749.7043
NCP06,OUT013,2620.5461
FDW45,OUT010,321.2643
NCN30,OUT049,1696.9434
FDN24,OUT049,807.5201
NCL41,OUT027,918.4268
FDR02,OUT019,258.72235
FDD09,OUT010,476.01633
FDS33,OUT010,187.86688
FDU22,OUT045,1906.923
FDI53,OUT013,2721.5933
DRH01,OUT049,2988.7908
FDX32,OUT013,2441.6877
NCP30,OUT018,542.18304
FDB60,OUT045,3240.8113
FDB14,OUT049,1590.697
NCP02,OUT035,995.7163
FDJ10,OUT017,2471.0544
FDG34,OUT046,1927.6763
NCB18,OUT017,1552.4348
FDM16,OUT049,1178.2374
FDW25,OUT018,1189.1744
FDB35,OUT010,193.41493
DRN11,OUT013,2398.9885
FDF41,OUT019,601.93634
FDH16,OUT045,1316.2976
NCQ50,OUT018,3108.455
DRH23,OUT018,697.1879
DRJ37,OUT013,2555.395
DRJ24,OUT027,5004.505
FDY16,OUT035,3229.346
FDQ27,OUT045,1679.9603
FDZ33,OUT045,2347.5112
FDF29,OUT045,2080.955
FDA08,OUT049,2931.8518
FDG31,OUT046,1103.5181
FDE34,OUT019,459.43088
NCR30,OUT027,2116.6057
FDV33,OUT035,4437.76
DRZ24,OUT018,1718.1989
NCL54,OUT035,2972.0107
FDR12,OUT049,3084.93
NCC54,OUT046,3919.4395
DRN59,OUT013,692.9985
FDX50,OUT019,255.96526
FDV31,OUT027,4959.4165
NCA29,OUT027,4571.319
FDW60,OUT049,3228.6726
FDX08,OUT017,3236.1736
DRD49,OUT013,3960.975
FDD33,OUT046,3810.1526
FDW35,OUT013,675.32196
FDJ36,OUT017,1812.9106
FDV51,OUT035,2932.9202
FDW36,OUT046,1800.6333
FDH35,OUT046,2772.4414
NCS30,OUT027,3458.879
FDN49,OUT017,641.06244
FDL08,OUT018,3722.969
FDI09,OUT013,4490.433
FDP19,OUT018,1850.111
FDU21,OUT010,73.94076
NCP41,OUT045,1733.1228
FDY10,OUT013,1882.1753
FDP12,OUT018,425.9329
NCN26,OUT049,2068.4124
FDK44,OUT013,2920.31
FDC28,OUT049,1790.8516
FDJ41,OUT027,6608.3276
NCT29,OUT035,2213.195
NCH42,OUT019,519.1545
FDU60,OUT018,2521.0735
FDS02,OUT045,3146.1975
FDC51,OUT046,2038.407
FDU03,OUT013,3051.3682
FDX39,OUT045,3463.7888
NCY05,OUT010,75.390495
NCL06,OUT027,6435.6265
FDD32,OUT035,1414.7058
NCN41,OUT045,1949.1045
NCX53,OUT049,2408.2605
FDU57,OUT019,336.80502
FDQ23,OUT046,1747.846
FDQ52,OUT045,4013.4622
FDC14,OUT045,678.70953
FDY09,OUT035,3121.5293
FDQ28,OUT045,2564.9038
FDV25,OUT046,3650.627
FDJ07,OUT035,2085.1418
DRB25,OUT049,1754.2256
FDK52,OUT019,582.8285
FDY52,OUT027,1740.3933
FDB28,OUT046,3244.7654
FDT36,OUT035,526.4425
FDV25,OUT017,3845.985
NCN07,OUT027,3562.884
FDC57,OUT017,3418.033
FDQ03,OUT018,3581.2283
FDU23,OUT017,2935.711
NCX41,OUT035,3712.7383
NCD06,OUT035,757.2574
FDW08,OUT045,1653.2766
NCU29,OUT017,2547.4685
NCE06,OUT013,2661.4045
FDV52,OUT010,238.5089
FDB02,OUT017,3175.7898
NCR18,OUT045,654.355
FDK16,OUT049,1507.435
NCQ29,OUT010,633.82245
FDZ01,OUT019,247.14702
FDW27,OUT035,2829.9766
FDD17,OUT018,3556.3792
FDW39,OUT013,3012.8362
DRH59,OUT045,1135.0746
FDS52,OUT013,1550.7899
FDU40,OUT027,5239.6133
NCF54,OUT013,2939.8542
FDH46,OUT045,1673.9121
NCP14,OUT049,1856.2241
FDH50,OUT049,3279.3826
DRF15,OUT010,361.28278
FDV27,OUT027,2484.9182
NCJ06,OUT049,2104.8494
FDN02,OUT018,3098.1497
FDQ51,OUT049,799.404
FDQ07,OUT017,3901.429
FDS45,OUT049,1863.8209
NCJ06,OUT045,1940.376
FDD36,OUT035,2089.043
FDY25,OUT045,3005.4263
FDU52,OUT046,2513.4133
DRK47,OUT017,3806.9246
NCL30,OUT017,2240.1494
FDN22,OUT035,4337.2476
NCF30,OUT027,3396.8079
FDK03,OUT035,4464.7124
FDT45,OUT017,899.3348
NCC54,OUT027,6166.6387
FDP08,OUT018,2955.9612
FDU44,OUT046,2770.2908
DRG39,OUT035,884.1257
FDU32,OUT049,2128.636
FDY27,OUT049,3141.748
NCP54,OUT013,2151.9368
NCZ41,OUT049,2143.6985
DRL49,OUT013,2411.5032
FDI05,OUT018,988.2608
FDY56,OUT045,3736.9182
DRC13,OUT013,2149.345
NCV29,OUT017,3108.971
FDR24,OUT049,1471.0751
FDZ34,OUT018,2857.4263
FDP37,OUT035,2247.0957
FDX08,OUT027,5048.418
FDS57,OUT045,2251.5732
NCG18,OUT049,1830.7849
FDK25,OUT018,2493.1394
FDH53,OUT049,1288.9686
DRI59,OUT018,3245.0657
FDA52,OUT046,2938.7507
FDT20,OUT010,91.2812
FDE36,OUT019,393.32138
FDI24,OUT017,3128.968
FDB28,OUT018,2935.933
FDV11,OUT017,3100.7488
FDP01,OUT046,2579.6057
FDD34,OUT027,4328.6904
FDJ50,OUT027,1534.8298
FDZ44,OUT013,2022.6447
DRO59,OUT035,1308.2601
DRB48,OUT045,701.0158
FDR21,OUT018,2610.8274
NCE42,OUT010,573.84985
FDO23,OUT046,1549.7268
NCE30,OUT018,3075.0295
FDQ22,OUT035,578.03375
FDY01,OUT045,1863.633
FDS08,OUT017,3131.1433
FDG28,OUT018,3733.4326
FDQ51,OUT018,612.7943
FDB05,OUT017,4227.821
FDO56,OUT049,2041.9547
FDE02,OUT018,1290.3955
FDN45,OUT017,3798.591
FDS09,OUT013,698.0266
NCA54,OUT018,2634.6472
FDP09,OUT010,550.7972
FDC53,OUT045,1505.7489
NCM55,OUT017,3187.082
FDL09,OUT018,2517.5222
FDA11,OUT019,241.51602
FDA50,OUT045,1378.9214
FDC23,OUT017,3192.0598
FDE22,OUT049,2752.49
FDD23,OUT046,3169.761
NCA29,OUT049,3029.3933
FDK38,OUT046,2444.592
DRC13,OUT046,2031.8647
NCP43,OUT049,3139.682
FDX28,OUT049,1611.1829
FDF08,OUT049,1534.8098
FDZ33,OUT046,2436.2205
FDD10,OUT049,3067.05
FDO58,OUT017,2809.3801
FDI50,OUT017,4020.796
FDO58,OUT045,2678.8242
FDX08,OUT013,3100.0007
NCK17,OUT010,81.19334
FDF39,OUT035,4579.7803
FDU45,OUT010,231.85683
NCJ18,OUT018,1649.9025
DRC27,OUT019,614.498
DRC25,OUT035,1475.0508
FDU59,OUT035,2846.967
FDU28,OUT035,3330.9497
NCP30,OUT046,629.8548
FDB39,OUT018,623.5149
FDE41,OUT013,1343.578
DRH11,OUT010,158.49884
FDA58,OUT045,3740.5095
FDU50,OUT046,1917.0391
FDM34,OUT013,2222.0576
FDM44,OUT027,2919.7295
FDR39,OUT045,2968.6267
FDM25,OUT045,2897.3215
FDQ49,OUT049,2726.2305
DRH25,OUT018,673.3634
FDM09,OUT027,4610.8677
FDL44,OUT019,384.08646
NCR42,OUT018,377.03842
DRL59,OUT046,922.8525
FDX43,OUT013,2868.6606
DRK47,OUT010,556.0397
FDU48,OUT018,1926.2557
FDY12,OUT045,785.467
NCN43,OUT018,1762.0975
NCM55,OUT018,2678.2346
FDQ21,OUT027,3312.0508
FDX13,OUT035,4364.1587
NCK30,OUT027,6334.602
FDG20,OUT049,3111.2986
DRG27,OUT017,634.7233
FDY14,OUT018,3987.4922
FDP59,OUT035,1749.2001
FDU60,OUT017,3015.8406
NCC18,OUT019,409.63248
DRJ39,OUT017,3725.4297
FDS07,OUT049,1909.2891
FDM08,OUT027,6017.0254
FDP51,OUT045,1887.72
FDU16,OUT035,1355.7374
FDH12,OUT013,1640.6904
DRE48,OUT010,515.33685
NCL42,OUT027,6199.735
FDR21,OUT045,2854.6267
NCW29,OUT035,2362.6697
FDO11,OUT013,4293.1445
NCM31,OUT049,2495.7449
FDV35,OUT019,369.2386
FDF58,OUT017,1051.3369
NCE43,OUT049,2950.8464
FDA02,OUT035,2567.1316
DRL37,OUT010,114.1914
FDR24,OUT018,1283.6514
FDW59,OUT049,1386.9248
FDS22,OUT049,707.7682
FDW24,OUT017,746.74426
FDU24,OUT035,1718.887
FDA21,OUT027,4996.2207
FDH58,OUT027,3158.821
FDW36,OUT018,1484.7146
FDI45,OUT027,4844.543
FDU01,OUT018,2821.9644
FDF35,OUT027,3014.6619
FDU43,OUT019,591.66595
FDE24,OUT019,320.58963
