ID,TARGET
118474,111087.99537558545
28245,1791731.6183531955
137954,463705.55964836135
134909,76088.60092074034
143655,6853.847815944318
59184,664966.5193932427
34038,23054.307258722547
118725,612405.894583517
102577,513463.76273544383
80856,130117.68677361548
81506,331374.0014498464
2592,671262.7247379466
132764,767669.0818608408
81152,105263.43698193721
149452,-19704.46952112019
89404,99175.39032417932
48889,609523.618353195
87156,1082469.452682988
4275,368916.72535719903
100207,372967.06753603596
133612,599034.6399760467
61212,966240.5695255068
130943,548448.9019840742
30554,-80632.21221262665
33526,1136883.6183531955
65416,515858.11558831966
39054,1382962.3229313854
73701,63716.42364803958
140458,199727.12467996334
113138,42938.71860247204
13153,811819.3617351383
11547,606960.8739023274
135788,23961.452922973724
4994,99310.5961323083
69514,943555.7472873458
90255,253717.265440905
101232,142290.07640815445
78680,677235.9952729908
134183,247816.1746031401
58660,-354297.9812604312
81107,263243.9135265211
144145,1344094.4804588105
44363,746361.4762401828
20847,711202.3085870256
99207,89124.04433361127
105906,13367.972945814661
146178,343535.35237798706
66291,1071222.4862543382
74167,609523.618353195
74502,373454.84738594055
49824,768032.4405774614
117577,1759909.8945177977
134169,424046.29114898277
95637,371429.1139586886
75637,50927.053377914126
108043,40707.55166920199
82459,1208201.136559062
32331,226137.47003773222
61211,514952.0763140688
18043,139260.93705829873
73659,233368.70334607078
88158,1001878.6311915221
86964,112852.76842148823
22534,1232685.6833521833
18709,25489.894293904013
146388,49863.63258393295
64786,-62211.16098060834
5771,222580.53961795155
128605,294113.2727586128
36682,522092.65895831125
139104,-46981.74819247826
111983,24351.583552066237
52384,-290391.2705448301
102494,120203.38257228694
132138,167722.72816696938
80366,280081.0657955844
96384,-36821.85918229254
83419,614461.6534374014
126431,830033.1264615185
114961,646201.2278129433
6602,154600.3714058713
104288,-215952.10973358655
107301,427637.9902447571
109408,136422.2388145739
26779,63718.23881457391
41403,280081.23446943035
133318,112372.73329403432
138689,-1123.2889517314034
68688,539244.2347002809
121078,651418.5389585465
16297,941043.8333200738
139151,-17595.470758081705
129309,432805.8633903886
39157,536781.922516861
75635,609523.618353195
126947,189467.16368364164
136552,526704.0675554075
74018,38986.324695680465
143921,87399.50206615753
103113,39413.81240038271
15594,531135.1175524693
97327,108607.24209963839
53762,931850.2265524364
110331,710844.632467913
55032,1146863.6860393977
12150,-688373.9842203837
150456,285606.9730688072
28547,995863.4526498253
137823,1056080.7358817682
137644,54384.964732158
1564,302308.70620919735
13678,500802.68209243746
131848,392217.7237106779
148618,324453.71449482016
88549,132446.09652811434
142308,67124.1959286349
20491,281990.9858432321
145779,881400.878505026
19910,786459.1414174503
109856,647298.9046822821
22046,816654.6140060206
47919,188579.49213236006
40465,34379.564016555494
109010,117289.62521450379
2447,344322.2321095096
5093,572210.4973400917
130105,124662.12388210424
16500,93837.16409989615
14457,1045048.0706491594
10946,92809.45974407037
60045,933770.8112812357
146360,-192089.44459958532
31844,62632.9102421212
148664,484762.3882243889
146349,103065.63037963794
75126,574974.7655166436
22409,5753408.853466087
55345,1553.6111144248862
67318,194112.7649144816
2786,553442.136243873
107897,38400.1461750592
86580,376500.3843988787
136257,490821.9054520671
43602,-1080.9726688071387
80304,1128969.785151153
27398,759001.7098988055
114985,396033.33954781765
62011,946692.7507088915
89944,71543.96051113482
91456,63596.03071601066
21009,1606530.9621314
126200,756479.24791423
80451,-2497.6590770359617
93399,814900.5973685924
133476,1211205.6791431236
113336,196927.91356607777
143611,341668.8814711093
12609,701493.6387766704
141773,-46921.4817288972
6774,24400.630657293368
38052,592301.5999711775
22177,833388.9381616977
10719,352710.3786251315
41601,618684.3448349498
148728,-424762.8629344014
37690,429703.79782181996
55656,78985.11016809469
1644,578461.0289164151
115509,462436.26473801845
47801,79757.28432698175
49612,973721.8370897886
25308,720889.323337852
64823,653793.678249334
697,1048435.184420563
120883,9077.275055659236
51324,555861.7608176151
2506,210198.12539421
126069,937895.5935412627
47138,116715.27747864119
131811,1301671.593541263
140759,160349.7457608225
21776,100069.78075159242
32460,802346.849890037
76013,64592.95324486762
62747,867965.6534374016
115938,887474.6755586416
140021,805201.425573966
124783,191843.39796479227
51997,545857.4028325598
43403,37525.451712507696
146594,244763.20174539805
121714,-1489516.2438664278
59547,304596.82322601526
119244,557954.734565449
49758,712635.9646474428
58439,1012772.2092460284
63148,162523.77003511478
1401,724868.9041399984
10673,225655.71893314604
84224,210335.48287071945
52355,352169.4167375968
120872,177518.81663412543
15552,570094.8449314169
74297,444382.2625196629
28328,609523.618353195
136926,966321.3688734332
88228,291628.2353816474
124257,73507.95546631288
117766,499585.51749493607
57118,111930.22235747625
116871,661754.4777306137
60080,-43688.60785090781
42937,507188.44760354393
36643,-45980.24802034418
91706,437435.20473924704
19158,806192.2846230713
54077,544689.7247794652
91805,253695.98388518702
35290,479478.48843590944
111080,53683.396941559564
77011,264614.5088930572
147660,259448.98891639424
31609,242311.2885552607
123580,56944.300864894
45584,198952.54914527218
81585,1255017.118496161
32794,655515.728605638
42492,815075.9963686825
90385,63471.31782736647
173,-338135.9894734487
140791,617181.8188657758
19960,63720.9530216796
47087,104909.30103963433
38926,191637.53440719662
49871,853596.1760314703
100142,727808.23237266
126836,171235.48090610752
428,481503.6864118147
19080,803113.5596714965
131951,652580.0585985468
121146,380898.0112563499
138784,645875.618353195
148409,99833.23874315288
8405,87489.36658093095
94550,261642.53487096872
130356,839832.2573938824
79888,-289039.55915007635
19509,328484.5032312123
137967,48959.801499495574
9521,907130.0175285928
74632,411401.50789459917
107333,159443.01308437088
97489,627699.618353195
87362,282007.18810678966
100712,495128.0460580079
12210,419480.20873187477
31498,-296705.5397873939
64071,66576.52108488494
20450,180737.72873261216
75627,-17219.322411722504
49331,301499.3479568323
22430,72308.4828389787
68963,248332.6494934052
136624,759527.6455908301
39196,175452.50199642085
144475,764196.3135931906
131436,793327.5824933739
137415,863987.6183531953
12231,234439.66954136308
51789,-8506.235999679426
27051,882381.2251279515
9607,292819.6011783296
31151,498217.1751835029
65359,777743.602680699
109635,122503.43607550306
44141,812281.088026291
6731,-22356.656345693977
102818,831946.5292002198
106656,132780.3299916545
112410,-222369.24301936402
98202,15678.217370137194
84845,86874.33911601541
20946,-19880.34615505254
138179,210334.54370901088
137878,208544.39752315526
7732,-6081.677995475853
2399,38878.90436344757
54222,481009.1390818655
143888,1038461.9831818303
25365,704627.3229501867
45295,460638.1690778529
43863,168520.2291274155
87589,-20599.8021942676
146599,699257.0768865338
63407,226898.99014612497
86089,633390.9978445102
134645,63721.72850942414
106449,373385.8783801691
135471,-16984.357730978634
94464,609523.618353195
120053,1010485.4981194437
122652,194589.74739478243
130651,-45986.77352387342
116857,144107.8370945244
91515,209365.2231410296
37790,204360.33380234224
114392,513945.07686012186
90715,201468.75469710387
90942,974604.9241895366
56419,223434.21805801796
79030,-5978.857313180284
110649,36390.532965748105
98751,189368.51583230164
119819,639451.4391163404
49251,827635.6183531953
60102,-13294.063360978093
125431,389829.73091209953
142988,692876.9344167153
23660,15437.746164070908
115378,1061519.0274829518
74240,1578.643362988747
89139,759389.7122975136
125871,152534.8501870004
133124,157836.1072964812
12652,189970.47120179265
108217,1119641.2543721714
58128,311239.08330175927
83864,117066.26632669085
61460,231184.33353732078
33351,756769.4578186297
131448,678426.348699702
3785,1486733.4088293503
106005,809765.074727887
146751,88961.16894483805
25324,1106978.9487110935
135941,654884.998726161
141184,161885.814427811
69059,262889.6768923712
24961,356744.1520896452
112064,-24660.62861767257
135490,620139.7646899647
93283,107068.70280109794
136249,6774.442510666791
50872,429619.9345120306
135413,333819.0515823474
60671,973502.312744301
9143,154688.03722936934
148205,247362.19273317262
85048,60919.90304365079
95908,383349.41318536265
16084,1025235.2482740604
26304,1229198.169132248
17341,1167360.335391812
65651,1573363.6183531955
97303,595956.0304171557
92254,733821.6011146351
105146,1577554.3496835725
53219,378768.27793082356
44481,-242837.82117811168
27322,609523.618353195
72561,1264318.3447529553
43847,158575.20839744253
52079,39288.752567944466
76965,638443.6703573172
135356,90392.7410382359
115743,136272.83541123598
6050,63718.82043038233
120347,141348.30115431588
17840,21982.99735740805
121223,532393.7155258863
86382,85870.82065357029
61478,154956.82204211777
81402,856194.7450380849
55337,619453.6534374014
32242,95221.74265901581
50619,531079.7776900721
47672,242680.99128678069
129669,924502.7480734691
75422,1177950.929030746
90604,909942.8881245705
134638,166154.30108031613
101389,63711.609535221534
86210,329243.77011938946
149040,712594.5842130815
22777,-20464.967034132045
53828,557240.4238501741
76533,-13401.70613493427
19029,170733.53505191364
129862,736227.3222751685
119554,123262.03578012617
24051,604429.9866892651
91588,709466.536487828
16219,621172.7846952819
116696,-52200.59159143397
58820,57216.200302349986
62440,570707.7304402674
44155,1223545.1026761667
93657,442676.2376418772
7295,771022.150373514
65742,389983.61678250943
70714,233987.04998090112
712,-22043.082538314804
9979,248212.3759004076
64686,81893.516560547
82327,272767.4022693786
84880,796026.8328148078
14681,1124298.266844993
131211,776653.9253247664
37630,806937.7630965132
23328,678160.676593089
101711,693350.7484212392
43350,635867.5947503096
560,581089.678249334
44527,168897.03685481596
112057,918771.6183531953
48704,255980.0870673487
1101,393171.3869114143
77588,-19491.08451719972
121183,1319441.1153951609
130073,653992.1531750022
116964,691881.9614661403
81134,595214.6636718276
134146,240440.93432384444
54101,736849.1289384493
140880,70760.6756419224
18329,718579.618353195
72296,1048777.59048891
14000,70796.16594902531
113313,715258.1690437256
129864,681084.1558483234
55259,63719.40204619069
61546,472772.9094436041
104004,-65658.09309659136
100525,1122129.3403561031
18492,618168.6444186489
128623,-19759.257970290666
141603,779597.6059472288
107068,59090.484519615595
121531,1218545.3306167868
127190,1200455.9155767339
31684,640702.8457443521
112052,887951.8766201453
146653,176706.84699327953
142305,63492.6437403399
141704,366841.88063663576
16014,110380.49314864026
34312,158452.4347846746
59226,714864.4993708686
12468,341688.3716203032
137382,692523.0735216797
98841,763811.002297177
114584,450331.24802304717
100032,279809.58809439355
122626,745768.9313900615
139520,763832.4794767434
1314,631180.7115616924
120524,1627970.312706528
133284,1025987.1888311361
115217,773107.618353195
44892,736687.6619409919
106865,819722.6382127479
30989,218732.87988396827
133323,105451.03088424494
127382,130948.01891854405
71188,265693.5062123613
98689,149858.6662565947
808,587008.1436032099
30331,132890.89575341105
71179,-68045.1744682178
43341,861796.9572251008
47435,577402.3171522222
94450,179956.17156982404
126558,79563.10670893657
93709,943663.0487262113
70514,100072.9530216796
18695,1065432.9847064714
94607,463605.94099503144
26953,407430.6843521329
151100,83811.83540471306
68090,817951.8816450783
25206,34548.33817011694
142720,95056.43705211021
40174,-423911.49722287
138549,385993.71220572194
138025,995450.679365441
46595,578728.6747636143
138242,911944.7691348
151406,398727.58138873795
49527,189941.61947935348
78990,555538.6048788563
17982,259894.02035796706
68060,773107.618353195
128762,1101974.0662695582
112690,23136.94803403283
110938,233370.84765918402
24736,453828.87483767775
24587,170301.04554668936
23199,81893.78075159242
129194,264911.71337565937
29330,997321.2000777412
92529,257074.24980689603
63343,64587.83858906111
30098,1240262.2723613202
54594,426740.7814863965
141834,986382.708892589
78179,487031.01473064773
106612,225059.0859733242
67353,166594.4970600679
26057,90167.32740731048
65475,745185.065654611
49057,241888.15565305023
120964,499289.1842133303
84368,409940.6948333532
9041,928675.1141320176
30288,234932.78549845883
145974,205591.11721956386
80528,317758.4112420732
63311,457155.06912308006
125994,855034.7602954609
92582,585999.3134859935
62950,472871.6747769849
70685,288701.6724602328
122228,92053.93590808695
62814,30700.630259405647
103582,-34189.56259825884
80046,-20130.63846197378
107534,45406.260227122984
55362,1018870.7853542734
72615,103538.79603885277
42107,1267587.7698356207
78182,212014.3568369904
9052,206107.40238512447
110065,1124029.2162782473
33921,331451.308886985
18112,632545.5970999042
31854,819045.5235903978
141237,451005.80037503905
24059,32470.27751997643
110345,203390.13030707097
73323,821023.2320753017
123585,645666.2572276613
113292,754069.8762719918
120565,114823.61602803873
89995,644466.0055670114
23802,239626.5594607194
47164,194983.49548445933
55293,319694.6186111491
9778,581557.0040119507
75384,728.957351937308
143775,3147009.4571594573
61307,970505.8457629622
8971,98589.93316769222
35503,679244.327725597
124821,973299.6183531953
64209,154597.78075159242
67214,390035.0282827182
35433,134416.07123781368
76715,-2493.0593842865783
123640,621105.645827408
11577,89104.6943205006
96862,690429.1225626378
14698,758692.1095598266
47677,112480.04448355472
21050,-61604.36355869082
109036,591751.7399658666
124174,1154087.95069479
138974,808375.2385248253
46008,217977.55020498176
26362,361387.6843200663
134040,632162.146172724
121851,1033021.6534374016
92633,60321.72669254197
73598,179016.08285947115
77603,91707.99021974759
72749,189468.5091039801
26836,644854.2373177651
102389,788640.8156946423
87677,134825.45360533422
81284,-9838.56728233723
54780,835704.1397492809
4028,413531.3648896807
95029,81892.35332893027
138823,545807.6975489813
79135,1458902.4225557616
67482,496599.67838134716
129913,70131.9326971703
7815,605598.8388080036
148680,33452.77602154156
117612,639950.89903005
9733,149120.88532145077
57886,154095.6141091293
30850,-43919.32957706819
131472,67608.4161385909
19267,194602.15233694075
134212,648521.1172965234
28019,575941.9809601489
30701,875757.0385690271
105323,1600636.7200858502
115112,645153.7755128648
15245,616201.2028607244
120820,592861.6534374014
33306,760630.4282929364
48213,655988.4973034556
60014,406881.5382799592
8031,628344.6355132945
85990,305800.24861233105
41845,609523.618353195
70953,334482.13559261855
2221,239707.19433379773
135037,2582124.9821181684
7973,-175923.16626191395
60593,797609.5219852498
29338,827635.6183531953
119796,970011.897830758
88143,761986.1594660047
124898,619823.7453206212
97639,877294.4501363533
77447,1136883.6183531955
128956,1486924.6743677864
34114,501791.1884347746
52819,612065.9673181169
16309,-32102.07357293286
77024,92798.47152813402
30793,161741.80315676454
26180,437212.9245472148
98899,69962.6593782928
120501,382111.4686250387
116096,91851.51757452503
114787,289709.57792670926
122869,135133.2143761745
60888,136423.06753603596
30796,65454.24107277696
97626,1728230.12838269
58456,580937.8347498828
13051,300458.9741246921
110534,197524.767781555
22841,892754.283368462
26796,187624.2204571424
126355,41910.17281073745
90762,91677.559677198
91411,177443.3671006827
43067,108416.97023404896
33507,-63433.01928393461
105275,430918.0043278074
145566,557583.1419590698
17624,77039.0630856416
89886,695999.2521872658
59535,304512.3274450482
77421,279904.4148629314
118256,278409.310968807
61578,137974.74288008013
46855,299306.66897354944
136440,1410727.593541263
75544,-11663.209706356196
78272,181929.08037077525
15265,100602.3666358717
1119,477863.5935412626
22432,338586.00740482734
115428,469516.7584835457
88665,63717.075582957186
132012,236869.01124936278
88628,452648.44060791127
129917,30404.995669767784
103791,700403.618353195
108132,1431461.8318351812
61709,186166.4933138953
4645,1077844.8758397799
57179,503990.25263439113
62441,138772.32426239573
24479,42396.29422123381
150701,102944.43571527128
60403,293873.1329976039
41194,458942.6107475517
19531,90716.60749253328
72086,326130.6066844423
82677,78226.4115787844
54018,36461.97004897107
120512,136421.516560547
108093,896922.5330852245
141319,108512.61067780748
56111,677490.8466546056
3066,645875.618353195
71928,170769.81608523877
33706,638682.6247339086
53588,766641.4033287973
34861,-69386.24011065002
130639,797278.4766984326
33078,61973.570627195935
75197,194397.92419595743
7918,1135040.4494891122
33640,481077.4365573072
5209,756529.5291187735
144217,-7311.922753553605
13053,-55107.406647256925
25119,581665.007868455
124230,844229.1086615608
48872,81986.27730471775
57233,947786.8630721932
135799,367599.5175490849
41810,150338.5034252173
34739,85026.07102067897
115085,-24695.08588312313
65550,194973.09234127885
131877,-145306.42156481644
142645,989533.6534374016
119513,111892.36687843595
136434,72393.05886116234
62528,-394412.7970462412
120673,164168.60025455366
88078,729982.4021031358
90203,203977.95564619364
80002,306620.6759108896
1703,-262663.61800455797
129247,403683.4308850305
73691,67134.09409879235
48990,161809.15630093106
126718,754931.618353195
80649,1264115.6183531955
7853,63722.16948701395
20971,198031.88631204277
5878,1155740.1763440492
99678,865191.5935412627
54874,228504.34879476187
118898,82208.13152011012
107790,429121.3945504445
141780,58269.80693627329
114247,1107413.507201141
23796,1001356.8674229553
36477,822581.2245711696
85768,576094.5780224598
56847,1139485.6534374016
40018,336823.46682887775
76498,70206.14705102792
50911,588194.286655643
111947,564534.0596694197
104178,746446.6886294747
59110,556079.9305377882
62559,357783.49499631353
6782,127431.01047421858
122480,48315.78294253984
134895,63721.146893615776
138773,78108.54742405441
143098,14590.42657570896
49029,76899.24771302042
144473,154598.48592022766
85374,296502.71946710063
101986,351956.9958869726
90501,1108449.6782493342
60196,669160.4381824376
44353,232803.8455006411
93338,144864.4140231703
106556,258740.18636284745
3604,-232609.1410966479
93511,529610.7872252839
87688,294443.3695690409
110710,350093.1109882709
114526,1127995.7539364945
97930,112678.54338867747
80500,702840.6570261247
67371,711118.1157377358
92753,737959.5935412627
66428,928372.2267213678
126100,89610.45882258128
51932,134413.99188023387
4745,466041.8014808776
137807,-4585.468697626435
126907,72959.94058709405
135401,177954.0157657757
146688,502500.3510162398
71348,395775.9782575069
76908,613621.0189817161
59978,732611.9217328294
126913,579419.0640583672
47784,51111.37010588701
147892,643736.7199968246
77479,134416.07123781368
27155,-125612.10948444987
68518,123455.95760978304
149748,779457.065051093
46103,597536.3001506582
27707,1393686.805278149
46480,952365.4434957292
34346,1548759.286593443
135813,560310.2704960611
78721,188944.38866257662
86065,48363.90423388203
5788,223555.23552743677
109737,104044.61774316366
143957,179448.05952588748
79113,469343.2356342042
79245,675.4120690989366
33854,319083.4566749037
85896,644844.2464104239
12909,1387418.114949168
98839,17929.12881453155
131800,597275.3441307547
54287,52781.663896786806
87940,484427.57337484154
40537,152099.74353970785
87853,601980.24530228
74043,138598.58723846212
33383,308793.73707289604
131458,-153680.88702800847
34256,523798.0744808359
144258,-77119.99797627039
81611,667321.1957704895
19528,1351793.5835082566
83928,890077.6534374016
110402,127609.70851693844
129168,928311.1061570717
54466,21036.804618897848
107568,489096.3270731683
9650,258290.0429789271
91786,633159.5720279645
55527,525732.7783954637
14741,496109.6558491985
146756,852041.9236996204
47326,83184.282122834
129031,76676.20168261981
92071,-18623.858192405198
42454,274237.65658824064
34592,634954.005078526
141623,535393.9708418157
26129,167625.95564619376
113137,481089.45535144367
52183,628937.8679901655
54957,526054.8993158946
72559,657873.3016048144
148628,270277.6777847693
102016,-142403.77974423487
51820,356302.1395770382
139317,674896.9465767585
21068,338223.12006969395
24669,134174.24415466294
126864,839458.847543725
125339,540191.0233649381
106894,350591.75740655436
8815,412545.8456953298
18419,380617.19785069785
94480,583993.9008350312
98885,393137.3190458756
67446,469832.84843438555
99173,-1128648.0054773425
2231,868708.5343665725
76356,888806.167040468
46645,423052.5555479405
112024,794073.6007023698
96844,-51531.13093260335
79035,836673.8040350606
147529,642417.5970358518
97967,542294.4638929956
83288,464750.1470750311
130091,688717.6059472288
33071,32059.159985178267
23395,692216.6822414964
120595,260824.3311429802
121667,100553.13087068446
104247,98138.48338840448
131508,295948.12700618425
138848,106193.96286287432
51435,228276.4005446438
77125,-205725.4907014771
53031,-99498.80872006313
28369,561151.9882174211
125914,68145.15778807766
31832,363575.4366291217
87012,129380.65275146911
27986,150142.21658480872
87632,575419.3429073137
9580,368670.8903973584
69864,46163.018927199126
124377,600711.6381093985
64648,284287.31059386855
86610,575699.7464288636
98092,-32012.005159093213
120932,1022042.134446955
104401,122912.13212559011
6033,739931.2543361427
129285,339225.54070641677
51831,364551.82437905815
76942,614234.6627663197
65951,38445.67038934451
143042,508021.3480951656
40790,238598.5438123828
49861,-5736875.839053504
126441,66624.5471154069
128637,82779.16536561243
33962,221756.84039428667
10838,121202.16371379857
17011,121940.67710371065
75905,134413.99188023387
76269,-20575.182207678154
127076,242447.44738366397
82631,318440.0368957166
104119,1606094.2859724918
76390,311931.6515534891
7777,809459.6183531953
93958,891332.8257537459
136465,339637.3095401235
90046,88640.54239130812
149506,391083.53701275546
58908,400488.4145345251
100024,-543649.8442380044
45841,-49099.25175013885
54813,1010855.5935412629
35608,476532.25130068377
53037,-502858.94127611635
2473,130437.0582506436
105364,76165.55186188983
11076,744236.3611123376
98352,781069.2380130058
7949,443868.8166981454
141182,-226191.94835885434
27790,636079.9387862936
35532,107440.70985384361
54818,381790.3809889659
71082,296654.7418733229
57193,-58289.22315237307
114252,627699.618353195
106441,38812.15968018217
93651,259281.73660014238
90600,955123.6183531953
143035,154568.4831107196
17856,1013497.6534418454
54377,475113.996153902
87888,419117.65471109975
61587,542708.691665173
55095,350306.3638622752
67890,682227.618353195
73096,114216.7012477062
81703,92564.11816809158
76873,1122861.2094970008
107961,134414.71413426078
39652,120756.16445017204
38165,137847.93641084194
138894,587267.520619936
70141,535588.4484774612
129792,294893.0320423904
101047,-213372.14015640752
5493,431782.92578639503
132662,884890.712898396
98471,1041767.1356642062
2099,251317.51302439842
99968,536290.7690583891
24032,587386.1100249391
124740,792487.5935412627
111059,1296616.5587796338
16635,243927.25439395523
88352,805250.7988269683
101501,398141.21332013205
150798,1166836.4809661808
88849,640195.5926314832
98882,39060.40454262885
88860,713077.383374355
126533,167625.71220572194
109236,863987.6183531953
96445,519018.0712062916
143303,717035.7879404682
43279,526650.5059654855
119525,172777.94119812245
112087,803181.6534374014
108908,855273.6657513923
63274,40849.565912844206
101351,-5265.944602920907
106013,572291.6306434167
95932,109006.55754301697
19487,900593.9127513655
37742,734091.5613023033
46752,1049818.430929651
3775,576990.3470650048
132638,63706.42822666379
2646,573155.5673891308
95481,734889.4341763654
50939,392228.5806495945
14622,179229.9313414264
81510,1099092.3329741836
71963,401871.296262087
35796,1200171.5413229743
16499,519145.8922039397
31976,1043304.9550451725
13638,328130.00743633957
84390,845900.3394859235
146610,626198.9050216789
125089,81896.61851152498
138039,500904.15154864796
6114,212613.9196647455
121989,-22282.888069007633
12177,605241.9323054028
8018,407864.8117588539
74364,372166.6597721795
36564,471079.25750856724
116644,838199.0857698305
129251,809459.6183531953
21934,220524.78659688792
78916,71505.09358461673
20968,682227.618353195
66379,544635.8212544867
61405,504994.49470662855
60446,955123.6183531953
35773,644461.5067556158
147563,583016.8771180345
150585,-20006.231032791227
40053,397156.75777639047
58614,-68503.40586070821
92194,708966.4263439055
67898,657.1987213806715
6286,240346.88994439482
13886,-29947.114815663343
90453,429642.34436703235
51587,627699.618353195
122579,756135.5935412627
51366,84516.49472878332
77076,1371427.4050401498
41453,-230.40572325128596
105462,156067.67775214597
